tconst,startYear,runtimeMinutes,primaryTitle
tt39316545,1941,55,The Midnight Snack
tt30795894,1941,55,The Night Before Christmas
tt34553690,1942,55,Dog Trouble
tt36885238,1942,55,Fine Feathered Friend
tt88616433,1942,55,Fine Feathered Friend
tt80430478,1942,55,Fine Feathered Friend
tt75891033,1942,55,Fraidy Cat
tt94375312,1942,55,Fraidy Cat
tt99761172,1942,55,Puss n Toots
tt43310228,1942,55,The Bowling AlleyCat
tt14112148,1942,55,The Bowling AlleyCat
tt38881869,1943,55,Baby Puss
tt84099450,1943,55,Baby Puss
tt88164566,1943,55,Sufferin Cats
tt45340738,1943,55,Sufferin Cats
tt53624561,1943,55,Sufferin Cats
tt19986574,1943,55,The Lonesome Mouse
tt81334038,1943,55,The Yankee Doodle Mouse
tt46088784,1946,25,First Person Singular
tt34638673,1947,55,Cat Fishin
tt61191645,1948,60,The Medium
tt62343241,1948,60,The Medium
tt83797652,1948,60,The Medium
tt33765413,1948,60,The Storm
tt39131021,1948,60,The Storm
tt70382141,1949,19,Prelude to War
tt22555618,1949,23,Cannonball McKay
tt32175720,1949,23,Cannonball McKay
tt87609865,1949,23,Cannonball McKay
tt95639298,1949,23,Cannonball McKay
tt22752359,1949,23,Finders Keepers
tt38995839,1949,23,Finders Keepers
tt45003118,1949,23,Finders Keepers
tt48449006,1949,23,Finders Keepers
tt17590748,1949,23,High Heels
tt25565363,1949,23,High Heels
tt79153212,1949,23,High Heels
tt62795571,1949,23,High Heels
tt98297902,1949,23,Old Joes Sister
tt73157702,1949,23,Old Joes Sister
tt85076511,1949,23,Old Joes Sister
tt42265085,1949,23,Old Joes Sister
tt31022141,1949,23,Return of the Convict
tt35152632,1949,23,Return of the Convict
tt36730072,1949,23,Return of the Convict
tt37003984,1949,23,Return of the Convict
tt89822325,1949,23,The Lone Ranger Fights On
tt43679813,1949,23,The Lone Ranger Fights On
tt56588970,1949,23,The Lone Ranger Fights On
tt98573901,1949,23,The Lone Rangers Triumph
tt71866983,1949,23,The Lone Rangers Triumph
tt85955813,1949,23,The Lone Rangers Triumph
tt72235165,1949,24,A Cask of Amontillado
tt18589665,1949,24,A Cask of Amontillado
tt63668593,1949,25,Pete and Pedro
tt59015927,1949,25,Pete and Pedro
tt16212913,1949,25,Pete and Pedro
tt92425990,1949,25,Pete and Pedro
tt46519693,1949,25,War Horse
tt80819357,1949,25,War Horse
tt25691425,1949,25,War Horse
tt49258244,1949,26,Goodbye New York
tt59828404,1949,26,Six Guns Legacy
tt63863752,1949,26,Six Guns Legacy
tt33148457,1949,26,Six Guns Legacy
tt66840176,1949,26,Six Guns Legacy
tt62007452,1949,26,Six Guns Legacy
tt19981217,1949,26,The Legion of Old Timers
tt78110654,1949,26,The Legion of Old Timers
tt92206809,1949,26,The Legion of Old Timers
tt27876549,1949,26,The Legion of Old Timers
tt37774531,1949,26,The Renegades
tt44278789,1949,26,The Renegades
tt53665528,1949,26,The Renegades
tt28772296,1949,26,The Renegades
tt52674038,1949,26,The Renegades
tt85612029,1949,27,The Adventure of the Speckled Band
tt93874402,1949,27,The Adventure of the Speckled Band
tt54246395,1949,27,The Adventure of the Speckled Band
tt14528062,1949,28,The New Landlord
tt17313084,1949,29,The Distinguished Guest
tt61077159,1949,29,The Distinguished Guest
tt18014704,1949,30,A Night at an Inn
tt15050911,1949,30,A Night at an Inn
tt72086552,1949,30,Black Passage
tt65997500,1949,30,Black Passage
tt43469251,1949,30,Collectors Item
tt58562764,1949,30,Collectors Item
tt93149688,1949,30,Collectors Item
tt41992442,1949,30,Dead Ernest
tt81064472,1949,30,Dead Ernest
tt32999371,1949,30,Dead Ernest
tt66026655,1949,30,Dead Ernest
tt65489970,1949,30,Dr Violet
tt69741782,1949,30,Egberts Chemistry Set
tt59167520,1949,30,Egberts Chemistry Set
tt50323931,1949,30,Egberts Chemistry Set
tt38831749,1949,30,Enter the Lone Ranger
tt93388305,1949,30,Enter the Lone Ranger
tt37944026,1949,30,Enter the Lone Ranger
tt28023337,1949,30,Help Wanted
tt60927671,1949,30,Help Wanted
tt97027893,1949,30,Help Wanted
tt53406311,1949,30,Man in the House
tt97899732,1949,30,Post Mortem
tt62150862,1949,30,Post Mortem
tt40917910,1949,30,Rustlers Hideout
tt86761219,1949,30,Rustlers Hideout
tt31712545,1949,30,Rustlers Hideout
tt41423678,1949,30,Rustlers Hideout
tt25565125,1949,30,Suspicion
tt50593318,1949,30,Suspicion
tt34319803,1949,30,Suspicion
tt12201490,1949,30,The Case of Lady Sannox
tt89848335,1949,30,The Case of Lady Sannox
tt60875463,1949,30,The Comic Strip Murder
tt79619877,1949,30,The Comic Strip Murder
tt29436764,1949,30,The Doors on the Thirteenth Floor
tt59753132,1949,30,The Masked Rider
tt86845361,1949,30,The Masked Rider
tt43764567,1949,30,The Masked Rider
tt43335506,1949,30,The Masked Rider
tt45884827,1949,30,The Monkeys Paw
tt41637157,1949,30,The Monkeys Paw
tt95511416,1949,30,The Murderer
tt81301813,1949,30,The Murderer
tt88036706,1949,30,The Tenderfeet
tt94950769,1949,30,The Tenderfeet
tt69166385,1949,30,The Tenderfeet
tt12001452,1949,30,The Third One
tt89859132,1949,30,The Yellow Scarf
tt94692684,1949,30,The Yellow Scarf
tt59295574,1949,59,Flowers from a Stranger
tt43550516,1949,59,Flowers from a Stranger
tt21761270,1949,59,Two Sharp Knives
tt70589658,1949,59,Two Sharp Knives
tt34252347,1949,59,Two Sharp Knives
tt19391050,1949,59,Two Sharp Knives
tt85383770,1949,60,Henry IV
tt17543937,1949,60,Henry IV
tt41830026,1949,60,Henry IV
tt60924832,1949,60,Henry IV
tt43960184,1949,60,Jane Eyre
